,Brand,Model_Name,Model_Number,Original_Price,Offered_Price,Discount,Rating,Rating_Count,Sim_Size,Sim_Type,Tech_Category,Touch_Screen,Display_Size,PCam_Avl,Primary_Camera,SCam_avl,Secondary_Camera,Int_Memory,RAM,Expandable_Memory,Memory_Card_Type,Memory_Card_Slot,Battery
86,POCO,M2,MZB9921IN/MZB082KIN,"12,999","10,999",15% off,4.3,"1,80,359 Ratings & 15,117 Reviews",Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP + 5MP + 2MP,Yes,8MP Front Camera,64 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
87,Vivo,Y50,Vivo 1935,"19,990","16,490",17% off,4.4,"9,967 Ratings & 748 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,5000 mAh
88,Vivo,Y50,Vivo 1935,"19,990","16,490",17% off,4.4,"9,967 Ratings & 748 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,5000 mAh
89,POCO,M2 Pro,MZB9628IN,"19,999","16,999",15% off,4.4,"1,72,403 Ratings & 18,238 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
90,Samsung,Galaxy F41,SM-F415FZGGINS,"20,999","16,499",21% off,4.3,"1,54,578 Ratings & 20,287 Reviews",Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 5MP,Yes,32MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,6000 mAh
91,POCO,M2 Pro,MZB9623IN,"16,999","13,999",17% off,4.4,"1,04,910 Ratings & 11,175 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
92,POCO,M2 Pro,MZB9624IN,"17,999","14,999",16% off,4.4,"1,72,403 Ratings & 18,238 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
93,Nokia,105 SS 2020,12KETL21A02 / 12KIGL21A02,"1,231","1,180",4% off,4.3,"33,694 Ratings & 2,767 Reviews",Mini SIM,Single Sim,Feature Phones,No,4.5 cm (1.77 inch),,,,,4 MB,4 MB,,NA,,800 mAh
94,Infinix,Hot 9,X655D,"11,999","9,499",20% off,4.4,"94,899 Ratings & 6,904 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.76 cm (6.6 inch),Yes,13 MP + 2 MP + 2 MP + Low Light Sensor,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
95,Realme,7 Pro,RMX2170,"22,999","21,999",4% off,4.4,"17,202 Ratings & 1,788 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4500 mAh
96,POCO,M2 Pro,MZB9623IN,"16,999","13,999",17% off,4.4,"1,04,910 Ratings & 11,175 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
97,Samsung,Galaxy M31,SM-M315FZBGINS / SM-M315F/DS,"18,274","17,473",4% off,4.3,"5,045 Ratings & 432 Reviews",nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,6 GB,512 GB,microSDXC,Dedicated Slot,6000 mAh
98,POCO,M2 Pro,MZB9624IN,"17,999","14,999",16% off,4.4,"1,72,403 Ratings & 18,238 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
99,Realme,7 Pro,RMX2170,"22,999","21,999",4% off,4.4,"17,202 Ratings & 1,788 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4500 mAh
100,Realme,C15,RMX2180,"11,999","9,999",16% off,4.3,"33,464 Ratings & 2,536 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,6000 mAh
101,Realme,C15,RMX2180,"12,999","10,999",15% off,4.4,"83,458 Ratings & 5,350 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,6000 mAh
102,Realme,C15,RMX2180,"11,999","9,999",16% off,4.3,"33,464 Ratings & 2,536 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,6000 mAh
103,Realme,C15,RMX2180,"12,999","10,999",15% off,4.4,"83,458 Ratings & 5,350 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,6000 mAh
104,Nokia,105 SS 2020,12KETL21A02 / 12KIGL21A02,"1,231","1,180",4% off,4.3,"33,694 Ratings & 2,767 Reviews",Mini SIM,Single Sim,Feature Phones,No,4.5 cm (1.77 inch),,,,,4 MB,4 MB,,NA,,800 mAh
105,Infinix,Hot 9,X655D,"11,999","9,499",20% off,4.4,"94,899 Ratings & 6,904 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.76 cm (6.6 inch),Yes,13 MP + 2 MP + 2 MP + Low Light Sensor,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
106,Realme,6,RMX2001,"17,999","13,999",22% off,4.4,"1,30,041 Ratings & 12,485 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,4300 mAh
107,Motorola,One Fusion+,PAKF0002IN,"19,999","17,499",12% off,4.4,"75,952 Ratings & 8,867 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,64MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,1 TB,microSD,Hybrid Slot,5000 mAh
108,Redmi,9i,MZB0816IN,"10,999","8,999",18% off,4.3,"1,14,203 Ratings & 6,649 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,128 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
109,OPPO,A9 2020,CPH1937,"21,990","14,990",31% off,4.3,"52,004 Ratings & 4,647 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,,Dedicated Slot,5000 mAh
110,OPPO,A9 2020,CPH1937,"18,990","13,990",26% off,4.3,"92,486 Ratings & 8,543 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,,Dedicated Slot,5000 mAh
111,Micromax,X741,X741,"1,289","1,234",4% off,4,"29,867 Ratings & 3,124 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
112,Micromax,X741,X741,"1,236","1,236",,4,"29,867 Ratings & 3,124 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
113,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
114,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
115,Apple,iPhone 11 Pro,MWC62HN/A,"1,06,600","79,999",24% off,4.6,"5,661 Ratings & 425 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,14.73 cm (5.8 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
116,Lava,A1,Lava_A1,"1,199",941,21% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
117,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
118,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
119,Micromax,X741,X741,"1,263","1,263",,4,"29,867 Ratings & 3,124 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
120,OPPO,A9 2020,CPH1937,"18,990","13,990",26% off,4.3,"92,486 Ratings & 8,543 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,,Dedicated Slot,5000 mAh
121,Apple,iPhone 11 Pro,MWC62HN/A,"1,06,600","79,999",24% off,4.6,"5,661 Ratings & 425 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,14.73 cm (5.8 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
122,Micromax,X741,X741,"1,289","1,234",4% off,4,"29,867 Ratings & 3,124 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
123,Micromax,X741,X741,"1,236","1,236",,4,"29,867 Ratings & 3,124 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
124,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
125,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
126,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
127,Lava,A1,Lava_A1,"1,199",941,21% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
128,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"13,360 Ratings & 1,331 Reviews",Full Size Sim,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,4 MB,32 GB,microSD,Dedicated Slot,800 mAh
129,Lava,A1,Lava_A1,"1,119",897,19% off,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
130,Vivo,Y20,V2029,"16,990","12,990",23% off,4.4,"7,325 Ratings & 442 Reviews",Nano,Dual Sim,Smartphones,Yes,16.54 cm (6.51 inch),Yes,13MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
131,Vivo,Y20,V2029,"16,990","12,990",23% off,4.4,"7,325 Ratings & 442 Reviews",Nano,Dual Sim,Smartphones,Yes,16.54 cm (6.51 inch),Yes,13MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
132,Vivo,Y20,V2029,"16,990","12,990",23% off,4.4,"7,325 Ratings & 442 Reviews",Nano,Dual Sim,Smartphones,Yes,16.54 cm (6.51 inch),Yes,13MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
133,POCO,M2 Pro,MZB9620IN,"16,999","13,999",17% off,4.4,"1,04,910 Ratings & 11,175 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
134,Samsung,Galaxy F41,SM-F415FZKDINS,"19,999","15,499",22% off,4.3,"1,54,578 Ratings & 20,287 Reviews",Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 5MP,Yes,32MP Front Camera,64 GB,6 GB,512 GB,microSD,Dedicated Slot,6000 mAh
135,Tecno,Spark Power 2 Air,LC7,"9,999","8,499",15% off,4.3,"7,117 Ratings & 657 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,17.78 cm (7 inch),Yes,13MP + 2MP + 2MP + AI Lens Quad AI Camera,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,6000 mAh
136,Apple,iPhone XR,MRY42HN/A,"47,900","40,999",14% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.5 cm (6.102 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,64 GB,,,,,
137,Itel,Vision1,L6005,"8,299","6,699",19% off,4.1,"12,434 Ratings & 1,131 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,15.46 cm (6.088 inch),Yes,8MP + 0.3MP,Yes,5MP Front Camera,32 GB,3 GB,128 GB,microSD,Dedicated Slot,4000 mAh
138,Samsung,Guru 1200,GT-E1200IBYINS,"1,398","1,398",,4.3,"1,41,603 Ratings & 13,069 Reviews",STANDARD,Single Sim,Feature Phones,No,3.81 cm (1.5 inch),No,,No,,NA,,,,,800 mAh
139,Nokia,150 DS 2020,12GMNB21A01 / TA-1235/NOKIA 150 DS,"2,799","2,299",17% off,4.1,"2,959 Ratings & 249 Reviews",Mini SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,Yes,,4 MB,4 MB,32 GB,microSD,Dedicated Slot,1020 mAh
140,Vivo,Y30,Vivo 1938,"18,990","13,990",26% off,4.3,"5,752 Ratings & 382 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.43 cm (6.47 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
141,Vivo,Y30,Vivo 1938,"18,990","13,990",26% off,4.3,"5,752 Ratings & 382 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.43 cm (6.47 inch),Yes,13MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
142,Vivo,Y91i,vivo 1820,"9,990","7,990",20% off,4.3,"35,906 Ratings & 2,596 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,256 GB,microSD,Dedicated Slot,4030 mAh
143,Apple,iPhone XR,MRY52HN/A,"47,900","40,999",14% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,64 GB,,,,,
144,Motorola,One Fusion+,PAKF0001IN,"19,999","17,499",12% off,4.4,"75,953 Ratings & 8,867 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,64MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,1 TB,microSD,Hybrid Slot,5000 mAh
145,Samsung,Galaxy M21,sm-m215fzb5ins / SM-M215FZBDINS,"14,272","13,926",2% off,4.3,"3,532 Ratings & 272 Reviews",,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 5MP,Yes,20MP Front Camera,64 GB,4 GB,512 GB,microSDXC,Dedicated Slot,6000 mAh
146,Itel,VISION1,L6005,"6,490","6,490",,4,73 Ratings & 9 Reviews,NANO +NANO,Dual Sim,Smartphones,Yes,15.46 cm (6.088 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,128 GB,MICRO SD,Dedicated Slot,4000 mAh
147,Samsung,Galaxy A51,SM-A515FZK2INS/ SM-A515FZKHINS,"29,999","24,499",18% off,4.3,"2,235 Ratings & 227 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4000 mAh
148,Samsung,Galaxy F41,SM-F415FZGDINS,"19,999","15,499",22% off,4.3,"1,54,579 Ratings & 20,287 Reviews",Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 5MP,Yes,32MP Front Camera,64 GB,6 GB,512 GB,microSD,Dedicated Slot,6000 mAh
149,OPPO,A9 2020,CPH1937,"18,990","13,990",26% off,4.3,"92,486 Ratings & 8,543 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
150,OPPO,Reno2 F,CPH1989,"19,990","17,990",10% off,4.4,"48,346 Ratings & 4,454 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,256 GB,6 GB,,,Hybrid Slot,4000 mAh
151,Redmi,Redmi Note 8,M1908C3JI,"12,999","11,499",11% off,4.4,"39,813 Ratings & 2,895 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.0 cm (6.3 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,13MP Front Camera,64 GB,4 GB,512 GB,,Dedicated Slot,4000 mAh
152,Realme,7 Pro,RMX2170,"22,999","21,999",4% off,4.4,"17,202 Ratings & 1,788 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4500 mAh
153,Nokia,105 Dual Sim 2017,TA-1174/NOKIA 105 DS / 105 ta-1174 ds,"1,390","1,390",,4.2,"42,489 Ratings & 4,433 Reviews",Mini SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,,,,4 MB,4 MB,,,,800 mAh
154,Vivo,S1 Pro,Vivo 1920|PD1945F_EX,"20,990","18,990",9% off,4.4,"23,679 Ratings & 1,880 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.21 cm (6.38 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Hybrid Slot,4500 mAh
155,Vivo,S1 Pro,Vivo 1920|PD1945F_EX,"20,990","18,990",9% off,4.4,"23,679 Ratings & 1,880 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.21 cm (6.38 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Hybrid Slot,4500 mAh
156,Vivo,S1 Pro,Vivo 1920|PD1945F_EX,"20,990","18,990",9% off,4.4,"23,679 Ratings & 1,880 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.21 cm (6.38 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Hybrid Slot,4500 mAh
157,Realme,6i,RMX2002,"15,999","13,999",12% off,4.4,"58,730 Ratings & 5,553 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,4300 mAh
158,Realme,6i,RMX2002,"15,999","13,999",12% off,4.4,"58,731 Ratings & 5,553 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,4300 mAh
159,Redmi,Redmi 9,M2006C3MII,"9,880","9,880",,4.2,"6,178 Ratings & 386 Reviews",Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP,Yes,8MP Front Camera,64 GB,4 GB,,,Dedicated Slot,5000 mAh
160,Redmi,Redmi 9,M2006C3MII,"11,500","10,626",7% off,4.2,"6,178 Ratings & 386 Reviews",Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP,Yes,8MP Front Camera,128 GB,4 GB,,,Dedicated Slot,5000 mAh
161,Vivo,Z1Pro,Vivo 1951/PD1911F_EX,"20,990","17,990",14% off,4.5,"1,56,198 Ratings & 15,387 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,16MP + 2MP + 8MP,Yes,32MP Front Camera,128 GB,6 GB,256 GB,microSD,Dedicated Slot,5000 mAh
162,Realme,6,RBS0606IN,"17,999","15,999",11% off,4.4,"48,029 Ratings & 4,974 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4300 mAh
163,Realme,X3 SuperZoom,RMX2085,"31,999","25,999",18% off,4.3,"4,114 Ratings & 476 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.69 cm (6.57 inch),Yes,64MP + 8MP + 8MP + 2MP,Yes,32MP + 8MP Dual Front Camera,256 GB,8 GB,,,,4200 mAh
164,OPPO,A9 2020,CPH1937,"18,990","17,990",5% off,4.3,"92,486 Ratings & 8,543 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,,Dedicated Slot,5000 mAh
165,Redmi,Redmi 9 Prime,M2004J191 / M2004J19I,"10,999","10,567",3% off,4.3,"6,111 Ratings & 418 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,64 GB,4 GB,,,Hybrid Slot,5020 mAh
166,POCO,M2 Pro,MZB9625IN,"19,999","16,999",15% off,4.4,"1,72,403 Ratings & 18,238 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
167,MarQ,110 Magic,A51,"1,699",969,42% off,4.1,644 Ratings & 101 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,2MP Rear Camera,No,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
168,Lava,A1,Lava_A1,"1,089","1,089",,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
169,Samsung,Guru 1200,GT-E1200IBYINS,"1,398","1,398",,4.3,"1,41,603 Ratings & 13,069 Reviews",STANDARD,Single Sim,Feature Phones,No,3.81 cm (1.5 inch),No,,No,,NA,,,,,800 mAh
170,Lava,A1,Lava A1,"1,119",897,19% off,4.2,"81,958 Ratings & 9,278 Reviews",Full Size,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,24 MB,24 MB,32 GB,,Dedicated Slot,800 mAh
171,POCO,X2,MZB8741IN,"19,999","18,499",7% off,4.5,"2,26,273 Ratings & 25,012 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP + 2MP Dual Front Camera,128 GB,6 GB,512 GB,microSD,Hybrid Slot,4500 mAh
172,Micromax,X807,X807,"1,499","1,499",,4.1,"4,737 Ratings & 379 Reviews",,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1450 mAh
173,Realme,6i,RMX2002,"15,999","13,999",12% off,4.4,"58,730 Ratings & 5,553 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,4300 mAh
174,Karbonn,KX1Indian,KX1Indian,825,783,5% off,4.3,48 Ratings & 4 Reviews,Mini SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.08MP Rear Camera,No,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,1000 mAh
